External ID,urobilin,methylimidazole acetic acid,phenylalanine,valine,cadaverine,7-methylxanthine,C18:2 LPC,C16:0 LPC,2-deoxyadenosine,urate,spermidine,leucine,tyrosine,ADMA/SDMA,linoleate,N-acetylhistamine,N6-acetyllysine,tryptophan,"N1,N12-diacetylspermine",isoleucine
HSM5MD7H,,89176082,547623279,2121001150,127987581,91328119,457552752,1207742986,346397234,3692938,565560670,395733930,143414004,830716666,110602045,616139610,129550382,1221838006,285764840,205448567
HSM67VG6,3894810669,851945974,785789477,596671364,425152511,228753371,14767402,30557970,127629696,212961377,774869,986086000,205046723,6939047,63858906,2697204535,113924295,116892141,,738166945
CSM5MCU4,195252748,1534586987,228725535,145444846,3386905,912457422,730227041,988624472,339231064,56751950,1617080879,259536265,113188228,438857339,289937595,634876414,91497307,44929967,206813088,143678571
ESM5GEZ6,6349584,5507719503,348753681,474515961,825920519,190648270,72636659,106990334,591779663,60179587,350493603,368390855,91572241,642428259,26212110,315893510,139603497,30279587,166720787,241234430
CSM5MCVH,,52648937,5039636554,2677669681,412767832,156945912,2812273431,2246596974,139219616,26142244,202985362,1703063814,1239073615,205652365,97497248,240897806,35603990,520137323,844121234,790209686
HSMA33IY,390166065,1477169562,484255711,571744872,67882221,3839988,106178839,1818217832,455044322,37674370,39260426,401952516,117750977,20612024,46193232,310520810,194193426,63778236,54390637,213409879
MSM9VZFJ,2290893277,1829561230,157569667,167180970,,824693049,7984977,58397521,377988704,80716728,79749954,164788417,58773584,16932618,132679677,118876820,53936690,32585751,3362498,110069899
HSM5MD3L,580178617,4968374346,3427605621,1444377707,74899485,211271456,18750147,65638165,1098790427,347476269,291864231,2533533859,849201894,218524023,36158640,558618837,280215860,670867318,76994501,2673076991
PSM6XBS6,56964146,1975262935,227777808,1876720500,592880282,277164326,110822482,189843722,124015117,49876964,2427386819,248899935,156981725,406245806,39747367,1057101025,22514663,58193854,795093372,162697244
CSM9X1XW,,2566641954,7880819498,11622325161,22673297,218534971,33160840,100910489,172152278,29390039,160189644,3316889043,2550479019,2321744075,31860627,713013635,55444271,253458893,87378009,2626925705
MSM5FZ9X,32839287,4362172197,140249356,1343528627,374296480,298248688,72789387,267533246,69071442,38564989,322809819,129433410,83243099,363935777,124687305,447953730,183755186,42784216,1957397485,85929923
HSM7CYYZ,44278851,5713179876,1030884803,427667561,320644289,379696577,39247938,95123866,1758854974,989035961,415778634,1002243629,325427593,1307596769,47830947,847943704,113585503,134538817,90301033,644460096
ESM5MEEG,1828854,199076351,837964350,1009563269,1758839219,81056309,44341960,222264189,130107207,98398706,1142980431,860651865,238316628,767864321,747091112,255020691,57235153,108507682,1470532433,474780351
HSM5MD4S,,1440572040,1719387589,1157769066,139261467,196911045,46408111,497970341,123318482,39183318,39557249,1527772986,463717702,799549606,36027824,241567208,56069867,304923698,102879535,907361700
HSM5MD6U,7848753195,368628317,209966159,293437908,30619675,254947772,296789655,1111446746,166455902,24614261,74002803,258404352,61546032,37472842,230534428,207122848,138039628,33002112,35822326,154314149
CSM7KOQZ,,143037106,13073609618,6644480237,,31741068,111084670,1134161921,43654784,1705958893,82772182,7971622079,3264513671,1627135107,195136216,657804399,99067341,3944222257,253208764,5537884973
CSM5MCUC,255968619,2555755718,225426796,234457249,1299783,119356791,20483579,186367649,163645057,24256156,72515790,344070730,87323173,14323691,89988775,160780777,31585886,28697122,5247911,228242286
MSM5LLEH,59750,30434711,6291515980,2438244731,234073836,40601733,35252842,525025092,17270829,1426254318,32705410,3064755064,1529431651,329210217,294230555,14075144,19290132,1718689627,33002474,2534017470
MSM79H52,2332505568,2758843208,138856753,169001756,,,22840378,119209208,369829977,21423269,35399351,131552185,54474973,,144769280,,17687015,28565161,,98870180
HSMA33JH,6265335729,835673775,91745435,83326255,69114916,270766431,19804688,51260847,40608995,17513733,13408190,108666559,33012122,9699752,48496646,2242995220,61186536,18978278,5084751,60679645
MSM6J2H9,984089229,188010990,1543632237,5287114392,228226219,2155192593,224752375,529455508,113803781,6985643,161745082,776809947,358429540,575005640,176593743,311657434,242782019,23219204,2084679715,204030038
HSM7J4JV,299968521,2937873180,712526056,1167098788,10824985,97372516,138599575,1213199256,1159044612,14013857,39311932,624350460,177707890,97663095,83088341,2835818277,103671342,100247744,196829578,284821352
MSM5LLHZ,,2357165948,3151791331,1016640630,27971899,280928116,65033750,273362221,54298944,39656454,564865894,420402263,1567149249,420170603,57119783,1496606383,30582789,45466835,348726249,256026983
ESM9IEP5,535197437,3557374510,340231498,394643037,1387588,247767537,174807064,166972474,515738844,26095961,18133307,477060571,87652441,16616696,31981384,44411586,63796606,48567810,3914766,332150518
MSM5LLIS,2297430501,8019392842,311754822,1149351140,54169930,1086430144,109137213,469026652,317231516,4872144,850572776,135766530,58494171,583200475,57178334,445174226,55209575,69957613,233883991,95758771
CSM9X23P,1327168,518956590,282145010,2885325657,8871127,237628094,550495095,1349973514,49145690,6768684,221672669,93548627,70714246,428131396,80359172,383921363,72504767,700071575,623333950,70931074
CSM5FZ3N,,1805518983,614141915,451790724,38332359,689931346,86850381,157644672,66072569,63579869,244415822,614597415,205581326,36873016,156940541,242057761,60360638,95933200,260569851,419564620
CSM7KOUF,1043018731,2757469657,81711687,251793848,892650,,24304508,94342523,459216522,33730735,49805239,97361762,38912025,13143320,84040585,510647,82979862,19794469,2450398,83517333
CSM5FZ4K,858671694,6744296140,119469873,179394416,20630469,458990527,306512077,576460266,178590972,27024224,109407206,174870624,41917097,45778697,82718218,517086052,53322990,24400103,26901526,132164532
CSM79HJI,,249110948,5556083251,4424676426,1179815483,236485321,908544883,2976160599,321110150,263838991,293980517,3248301803,1145289432,1061654363,90277443,593485047,45772976,1806822730,425153379,2602897357
CSM67U9T,,2711647529,231363651,296991281,304551523,632384358,85675516,473495501,271828992,11277788,180544373,294495127,83414939,61031256,127884802,373110343,46369008,40567133,184139248,167746112
PSM7J167,,54099101,8202790915,11640615537,2270985624,113314461,62364952,265950545,80428778,10342189,38712647,5151877378,143997575,1298545104,91100168,13486568657,117753423,89004769,1000650436,4521120644
CSM5MCVV,40869789,413638679,120582948,103925185,21659564,150872596,49889805,163724966,54820395,19774339,151267257,101155529,48640682,140066907,231720757,203289547,29912176,25643932,2352076,60461486
HSM5MD8H,1770958583,2569076231,272165861,312142021,21936909,177403754,60917647,102684364,48566875,38208515,52266973,346619746,90856658,368523876,76025952,276000249,142248278,60062556,72605224,213792769
CSM5MCUU,1218843964,1266978769,783186076,493728488,674259880,234409855,273131509,614842771,1098132356,19018837,1234675612,623330170,238613733,338762153,255301210,410663156,118692297,119218104,521848717,356849703
MSM5FZA2,842632868,4468428119,276203006,1038641117,162681713,183700121,41188990,190424334,247405747,44599812,1279370796,301023354,88387409,722333798,209059832,289525734,126217525,42702336,1313783804,196966086
MSM6J2NA,12405661372,6033445650,559915599,434281253,4588900,,193489758,193996529,297742378,221042419,263192551,586822229,153522962,25284867,88006471,,116231978,63759026,7952502,410644337
HSM7CZ1T,203894776,1547747381,155654671,971277931,54808166,199508366,27424395,200521479,313314739,15631015,758599465,610391615,61586399,24157176,41169984,437339504,38900324,37286213,38456608,373485628
CSM5MCWK,2623186870,3308854244,1111493365,960115381,13605911,133143671,55355246,164381952,543754564,56835901,785269815,1245174735,345290868,73906069,144560490,18449741,35168846,182691761,66440938,877251548
PSMA26AJ,181250362,253996350,401846447,1125153730,10650201,4063003,34774942,91566636,306354521,43196911,1551274104,402177308,133235273,328076854,47123601,168272174,126637072,62170630,335849804,222257386
CSM5MCXZ,215764214,2212246208,375197085,361450395,,23746505,109883749,184398579,293206592,71246303,605450,479107015,118387957,3240777,142300377,7592378,92176672,57837655,1416265,348923675
MSM5LLEN,3231574395,2897825598,538672240,390247471,17216612,533055300,137555189,404592775,223648756,48520512,149056799,510822355,191477322,69407202,271173469,349841801,170944091,78514932,228088226,353571835
CSM79HG4,8243247,1621003286,168250623,218086956,1370911261,195021820,65940660,144202822,3222528860,23595904,2961465684,119976461,70623538,499383741,396924136,320364221,74613328,26081452,592965156,107108385
HSMA33O5,85920386,1593276699,860357678,512001789,63394896,223008056,20571659,184201544,545576868,45228646,515648900,864084541,172175700,16285151,45620774,14422529,84918733,109228007,18429321,272757159
PSMA269E,,28668359,5450422528,9992227829,1773849949,189516978,16946167,122465528,49560117,2315460,25537407,3123546879,59539952,875933384,107955342,15235710527,126946169,45329489,245442709,3030459999
MSMAPC62,100930071,2785934802,821194581,748899008,286749689,8664404,14371745,110449504,101601947,13507319,52927060,830539101,229640270,38341148,104827623,3005181,71627682,122890890,5245614,512771398
HSM67VDR,3573419,714148874,242227931,549127075,263627236,466496951,238142758,429036488,72004967,12561409,54202233,156607888,106630101,120362276,157029098,230462901,72698088,35234643,818161715,95471830
HSM5MD4Q,325535795,2252520983,1233095899,688175870,30629879,286858197,463197558,813541376,394378909,23978922,357228900,518917606,297216656,493278376,224010119,1302415839,113952832,80773072,279659893,313089312
MSM5LLHQ,,3770435498,366661791,273801904,19223716,335499810,590969331,1025630344,50118171,22205903,726229351,170212490,303355109,450036367,188921597,575854902,54963794,30088786,594636790,118692559
CSM79HQR,,41928165,2556106590,3306201283,88955756,277148649,547699651,3833170708,201208963,119391991,142722866,1472223515,275548051,812495639,192802381,130741826,37472191,216274383,333128850,579393427
CSM5MCXB,153124226,829559840,2101683334,2181133205,86298691,136062921,28935637,2991388528,406188457,975146,14163710,1218389089,443257672,20795963,79526583,965877527,35099924,752981429,4515750,777884996
HSM7J4Q3,139552637,10197561,64704156,2624850383,,144140742,39480805,315316791,86415431,14649148,8696980,35597466,28221371,142623763,126163464,178196998,38234350,16133502,241353459,30700633
MSM6J2JF,59649533,329398090,858056168,604572050,43230343,815480053,358092764,674585664,302216387,17273916,92234370,1254088565,286905259,319551959,82677411,364438866,76656831,145529013,6328022,822702650
HSM67VHM,17620333,15032972012,247614795,1087720336,14750462,171621242,109404202,501737915,513257475,40080217,109352161,311026330,106070262,296167579,196183714,1886765752,241055960,50043496,65997832,148226071
HSM67VEA,186705070,2422066248,416503427,1950792915,54340767,255618806,444308735,1372880979,906416949,16566243,937746226,314352171,99187510,175395926,181537653,950447580,135394470,52539463,655360087,227239937
HSMA33K2,,53427626,198102035,929056474,324942611,580644376,43416905,164272529,43950994,37281304,119237227,184051085,87648872,164416403,89313188,850183131,37029070,89606705,216538281,110354544
CSM9X22Q,3473669384,7109884613,152260875,274274333,2077273,,14669086,58970312,153463613,47607055,44183425,166244076,64352922,11079015,39929942,385147,75380293,28180203,4924471,134255016
MSM5LLIK,3349271398,2009346134,815267562,286309959,1116682,150079497,52578613,224299330,518001167,21257150,647767033,180414956,249891347,77760897,45332411,283372517,56999665,28005351,227024891,132188715
MSM5LLIC,4539213222,2088892454,3410814572,1437255910,536943932,,134896393,290021088,1633940522,294165337,874277395,2829270383,869924951,165107369,75519781,238342229,255713309,577157579,92773303,2068786322
HSMA33PP,778072630,3302385850,469044323,1461105530,21048842,351356490,63586452,188559405,151906690,120813990,194661780,521535531,198596761,120000159,42769793,873604715,150790034,83227438,181580883,295499779
CSM5FZ4C,,2064653213,1090921015,896860241,97092038,737547140,857775546,1196648827,305049860,173369285,393075321,1166344480,388147895,51193741,224557454,165897295,150271175,255551475,104055945,575114827
CSM7KONC,,2201211087,338547504,2138954027,2229883795,59666354,281108625,810993991,1581164449,3202024,3420457471,201281682,107116245,1218005013,413595172,108202402,58311531,471028438,359313657,106848354
MSMAPC5F,6283716579,367394705,270667903,327943355,4603316,20853697,20515202,155253230,419481527,205158280,102627004,313633626,105050908,164255976,99002653,1338306,373208029,70739045,11251482,172726628
PSM7J1DH,2993086336,12030460850,140343917,715984488,4267526,899351091,195105685,429867673,831820600,19085319,987223289,126266389,49797441,75790855,212795413,712155793,156658819,60825214,112068204,94502767
HSM5MD8A,5215769,3690727540,315936808,245807192,521224111,529646399,6538876,53627636,24676518,58731801,21991462,385987660,95591664,33023104,125303031,603487723,93661813,63763532,11412984,264067828
CSM5MCUM,29639169,771909886,400144967,872116861,674897093,64598751,506278714,1228879763,319322566,37606188,620289805,336281053,177747926,406796772,486414531,1287599008,108307002,72943221,242725108,200610736
MSM9VZH1,33733418344,507124315,809100620,841286745,29206245,55552469,27827316,105171229,1140193572,57219444,162114109,1008516223,274338803,58778328,118774590,109215617,188189133,159721231,11581242,710874464
CSM79HJ6,,727284030,1198235416,706282733,381681626,471954060,194167417,396817749,495747142,50220579,1840057762,759222206,380715011,101281579,126198668,833958532,37246583,119510734,30987165,400409497
PSMA267B,655629305,129300124,2132526929,3360152172,13150526,50706244,106876227,320488621,658033098,74278161,189675917,1080203937,393077210,453657916,122910328,423397203,153141533,76977247,191904587,603534585
CSM7KOR8,8790001,2948614208,382828358,416170828,251078303,362404657,364999178,655837237,345319645,111447716,266394312,338989812,137085958,257023731,220267795,2992206521,151252564,85749682,337739352,187287064
HSM5MD4A,,525498507,1612996425,2083837710,452190282,726994301,214707050,578503680,176862022,100298732,569330795,1562481694,411222622,333760097,91745770,713312778,334851297,298070368,2887155599,1247404037
CSM7KOQ7,697130777,13266508162,219268904,1045522541,28795944,342106400,87325348,175851947,159524436,90943614,122655064,254476895,82932580,369858564,357676148,1279132277,141607252,29398927,119273367,143520837
HSM5MD7W,441950,52524297,336784438,1881175732,128910616,483397332,105124733,737230675,244461310,9524014,96004069,216535375,67005992,235544177,150226524,203452740,39189059,50098977,164216427,137163784
PSM6XBQM,703694185,652831566,334276866,2774555494,843853069,111830623,674601476,1065242022,347178926,94331933,1877712919,405374846,135551824,524695077,214774552,1856314284,94775003,82793745,1041550618,223156391
MSM9VZM4,2055488469,4183296034,500610571,1776951288,135799604,376089903,1027666044,1546039161,936835920,22948854,789026895,442781556,135544109,304593109,165677395,867560992,117105474,51973711,2015135074,336834394
HSM6XRQC,,16843664,1824700125,3255065623,574604939,412120520,229948180,637648643,270451134,2397221,181095155,863873325,375321846,279614891,92654578,1406924372,54003282,34754928,516274483,544193841
CSM9X23L,53095067,640068068,191890726,876357774,5883089,209551274,302169770,798524351,714799353,33456498,191350918,245321193,80398180,170826225,172648625,315479469,107109706,43382864,405880274,125056124
MSM5LLIG,4067259977,7090139333,1906898043,3083776547,19989171,727408504,41125205,177074509,88020407,12644230,408348217,722878300,690328949,234989036,96211244,328255047,87813919,19747727,231834807,435199363
MSM5LLFO,,56997507,3997536332,6305024871,13333488,156429707,74273770,793056934,96859008,17295663,257562304,2588393705,547078201,297687048,41457538,183099055,151330185,70113359,522781143,1637565157
CSM5FZ44,,1242484369,373143180,1539204406,81044074,150765055,173990989,274669316,167385623,13614873,384698375,131462289,137813721,760177708,177202324,3077272823,12098044,337126452,416552188,64568801
HSM5MD82,14743282,4396824297,1643856315,875745553,133525821,152010083,18434037,140312702,781248354,80828560,91419780,1689995707,437823042,57366451,23983687,889779680,214576248,348172967,69703727,1326359122
CSM7KONS,169061581,601100128,274371131,262739842,315609453,413863580,922626843,1660716011,727793954,7995545,1944577803,292640470,101631723,138284468,155450752,5847844165,90366170,59217412,1052971547,155040657
HSMA33LL,2837357077,11867295792,407616011,530662657,490655682,693257266,21625306,65420641,382604044,17724543,322503666,365546000,136682884,172607189,54181721,2003390108,206144687,82903809,206700834,272248913
PSM7J134,102206519,4681043438,80134942,561860026,32632114,326037790,26029116,80914690,106339680,12756457,137314399,116742803,34665061,15926439,43915646,462197980,147441016,23550029,8311871,89042966
HSM5FZBJ,,24915593,7956264348,1757939344,1565109254,42432113,259444642,2073608612,681820064,240401308,226523748,4167334487,1862415047,684964738,146154705,41010969,87424731,1322435859,1052908568,3152128947
CSM79HK1,,2022951157,4048616642,1178530422,239369117,263550372,36585325,238687191,405730137,17619530,1585791653,383127183,1555762091,1247189615,74087702,477877763,11054835,26859878,542589871,206084736
CSM5MCTZ,25641901,2570846631,1525617943,2806975227,25834274,109012410,353815898,829400202,883145740,47170283,1835680166,1480761649,461334320,517782504,247896947,522276760,25289750,226136873,556092216,858244385
CSM9X21P,,454485655,405164889,1928205218,272647220,551566603,23420540,120028084,245541315,70947197,522100004,448088330,156765145,688920758,44219885,1040346326,191504801,83511551,475699791,241341188
CSM5MCXF,14266414,787546254,2405728970,2302636509,9016839,362653613,636112391,929217337,65776468,15495842,80900300,1296120124,575053667,277607789,183737264,64704378,107171045,114035358,602335865,708907566
CSM67U9P,,579565317,2462959604,1037457831,214522699,365310379,213824938,3306908782,158798437,32655703,62569318,1721539336,508172345,172108432,78709919,1738692552,157702620,157145299,517912764,987521352
CSM7KOPQ,12896168,4664232048,877292517,492682447,18057203,597710556,55434235,178684474,112032252,12828765,58975446,768015755,301185371,33606836,181137315,257643965,102777416,163063549,3743698,481134457
HSMA33LV,106712341,85739503,179779850,1433991107,15466936,405674835,2574023907,4184639160,65844126,14399417,549316141,207562714,74518019,84030088,142881576,6263559837,50045749,122424861,11153079,128526065
MSM5LLFK,3110654,20307096,13672637603,9376416596,170544982,51311059,787653835,8706840961,502973866,15032208,1028179784,9923714058,2929266701,1461283291,182932616,40878739,434943242,2387299541,1929419637,6570150670
